You Loose! Points,You Win! Points
,64
20,
,68
,55
,64
,64
60,
9,
,64
,59
,64
,67
59,
,66
59,
,66
,66
,69
,66
,66
19,
,64
20,
19,
18,
29,
,62
38,
48,
19,
60,
30,
31,
9,
58,
31,
,66
,67
,64
29,
29,
39,
60,
28,
,65
28,
37,
18,
31,
,63
37,
41,
9,
,62
,57
39,
18,
51,
4,
4,
60,
19,
28,
27,
25,
,57
38,
,61
,66
,56
,63
9,
,54
,61
28,
49,
,66
,59
,67
,59
30,
,62
30,
,66
51,
8,
46,
,63
,63
38,
,63
19,
19,
,66
28,
57,
39,
19,
,64
19,
