8
15
20
8
8
9
9
17
8
17
17
20
7
6
20
5
8
7
8
19
18
8
8
8
20
8
9
20
7
8
8
9
17
28
19
8
8
20
9
9
9
17
8
30
40
20
8
6
17
18
8
10
20
20
19
10
8
20
19
31
20
19
17
19
18
20
17
30
30
16
9
8
36
8
6
8
6
9
6
20
9
20
9
7
40
5
5
8
8
19
10
9
30
17
9
8
6
8
30
9
8
9
9
19
19
20
19
7
26
20
9
8
17
9
9
8
19
5
9
5
4
17
7
29
9
14
20
6
20
17
20
28
20
9
19
9
8
20
9
29
6
9
5
9
20
19
5
19
20
9
